time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
07,-8.1,86,1008.8,0.0,100,0.0,0.0,11.0
08,-8.4,85,1008.8,0.0,100,0.0,0.0,13.3
09,-6.6,82,1008.8,0.0,100,0.0,5.0,16.4
10,-4.9,82,1009.2,0.0,100,2.0,30.0,16.9
11,-3.9,81,1008.7,0.0,96,2.0,66.0,17.6
12,-3.1,78,1007.9,0.0,98,24.0,117.0,19.5
13,-2.5,77,1006.5,0.0,94,12.0,119.0,20.6
14,-2.2,77,1005.7,0.0,97,2.0,76.0,18.6
15,-2.1,77,1005.6,0.0,94,1.0,53.0,17.8
16,-2.0,78,1005.4,0.0,100,0.0,23.0,17.3
17,-2.1,78,1005.4,0.1,97,0.0,2.0,17.4
18,-2.0,79,1005.0,0.1,93,0.0,0.0,18.1
19,-2.0,80,1004.6,0.1,90,0.0,0.0,18.3
20,-1.9,81,1004.6,0.1,90,0.0,0.0,18.3
21,-1.9,83,1004.2,0.1,91,0.0,0.0,17.4
22,-1.3,85,1004.3,0.1,100,0.0,0.0,15.8
23,-1.2,86,1004.3,0.1,100,0.0,0.0,14.1
00,-1.2,87,1004.2,0.0,100,0.0,0.0,12.6
01,-1.1,87,1004.1,0.0,100,0.0,0.0,12.4
02,-1.0,87,1005.1,0.0,100,0.0,0.0,10.0
03,-0.9,88,1005.4,0.0,100,0.0,0.0,7.6
04,-0.9,89,1005.5,0.1,100,0.0,0.0,8.0
05,-0.8,89,1005.2,0.0,100,0.0,0.0,7.9
06,-1.1,90,1005.1,0.0,100,0.0,0.0,5.4
07,-1.1,91,1005.8,0.0,100,0.0,0.0,3.2
08,-1.1,93,1006.5,0.0,100,0.0,0.0,2.9
09,-1.3,93,1007.0,0.0,90,0.0,2.0,3.8
10,-0.6,93,1007.4,0.0,82,6.0,25.0,6.4
11,-0.5,93,1007.9,0.0,71,39.0,55.0,5.6
12,0.2,91,1008.0,0.0,89,60.0,75.0,5.6
13,0.8,89,1007.9,0.0,89,52.0,105.0,6.6
14,1.0,89,1007.6,0.0,88,13.0,106.0,7.5
15,0.9,91,1008.1,0.0,100,3.0,74.0,5.4
16,0.8,92,1008.4,0.0,100,0.0,32.0,7.2
17,0.7,93,1008.1,0.0,100,0.0,2.0,9.6
18,0.6,94,1008.1,0.0,100,0.0,0.0,11.6
19,0.6,94,1007.4,0.0,100,0.0,0.0,14.2
20,0.5,95,1006.9,0.0,100,0.0,0.0,14.1
21,0.5,95,1006.9,0.1,100,0.0,0.0,14.1
22,0.3,96,1006.3,0.7,100,0.0,0.0,15.9
23,0.3,97,1005.7,0.5,100,0.0,0.0,16.3
00,0.4,98,1005.7,0.9,100,0.0,0.0,14.5
01,0.6,99,1005.2,0.9,100,0.0,0.0,13.2
02,0.8,99,1004.8,0.8,100,0.0,0.0,14.1
03,1.1,99,1004.5,0.3,100,0.0,0.0,13.9
04,1.5,99,1004.4,0.1,100,0.0,0.0,13.8
05,1.8,99,1003.6,0.0,100,0.0,0.0,13.8
06,2.0,99,1003.2,0.0,100,0.0,0.0,13.5
07,2.3,99,1003.2,0.1,100,0.0,0.0,12.2
08,2.6,99,1003.6,0.0,100,0.0,0.0,11.5
09,2.9,99,1003.5,0.0,100,0.0,1.0,12.1
10,3.4,99,1003.3,0.1,100,0.0,11.0,12.3
11,4.1,99,1003.1,0.0,100,0.0,21.0,13.8
12,4.8,99,1002.6,0.1,100,0.0,33.0,15.1
13,5.4,99,1001.6,0.0,100,0.0,33.0,14.2
14,6.8,99,1001.7,0.1,100,0.0,39.0,16.3
15,7.0,100,1000.6,0.6,100,0.0,20.0,15.0
16,7.2,99,1000.6,0.7,100,0.0,10.0,13.4
17,7.4,99,1000.0,0.4,100,0.0,1.0,13.5
18,7.9,98,999.4,0.5,100,0.0,0.0,16.3
19,8.5,97,998.5,0.2,100,0.0,0.0,18.7
20,9.0,97,997.8,0.1,100,0.0,0.0,21.3
21,9.4,97,997.2,0.2,100,0.0,0.0,22.3
22,10.1,96,996.8,0.1,100,0.0,0.0,23.1
23,10.5,96,996.5,0.2,100,0.0,0.0,24.3
00,10.6,95,996.5,0.1,100,0.0,0.0,24.7
01,10.4,96,996.7,0.3,100,0.0,0.0,23.4
02,10.1,98,997.0,0.3,100,0.0,0.0,21.4
03,9.3,99,998.0,0.1,98,0.0,0.0,21.0
04,7.4,99,999.1,0.0,90,0.0,0.0,20.1
05,5.4,98,999.8,0.0,90,0.0,0.0,19.2
06,3.9,97,1001.0,0.0,90,0.0,0.0,18.4
07,3.0,96,1001.6,0.0,90,0.0,0.0,17.6
08,2.2,96,1002.8,0.0,90,0.0,0.0,17.3
09,1.5,96,1003.7,0.0,90,0.0,2.0,17.3
10,1.3,94,1004.8,0.0,90,0.0,19.0,19.2
11,1.0,90,1005.5,0.0,90,1.0,34.0,19.2
12,0.8,88,1005.8,0.0,90,3.0,49.0,19.1
13,0.5,87,1005.9,0.0,90,0.0,59.0,19.8
14,0.2,84,1006.5,0.0,91,2.0,58.0,21.3
15,-0.4,82,1007.1,0.0,91,1.0,32.0,21.5
16,-0.9,79,1007.9,0.0,90,1.0,20.0,20.7
17,-1.4,77,1008.5,0.0,90,0.0,2.0,22.2
18,-1.9,72,1009.2,0.0,88,0.0,0.0,22.5
19,-2.3,69,1010.0,0.0,90,0.0,0.0,22.8
20,-2.7,69,1010.7,0.0,88,0.0,0.0,22.4
21,-3.0,70,1011.4,0.0,82,0.0,0.0,21.0
22,-3.0,70,1012.1,0.0,86,0.0,0.0,20.5
23,-3.2,71,1012.9,0.0,88,0.0,0.0,20.3
00,-3.4,72,1013.9,0.0,77,0.0,0.0,20.2
01,-3.4,74,1014.3,0.0,100,0.0,0.0,19.4
02,-3.3,76,1014.6,0.0,100,0.0,0.0,23.7
03,-2.8,74,1015.4,0.0,100,0.0,0.0,25.2
04,-3.0,74,1016.2,0.0,91,0.0,0.0,23.4
05,-3.4,74,1016.9,0.0,100,0.0,0.0,21.7
06,-3.8,73,1017.7,0.0,100,0.0,0.0,21.9
07,-4.0,73,1018.5,0.0,100,0.0,0.0,20.6
08,-4.3,73,1019.5,0.0,100,0.0,0.0,19.6
09,-4.5,72,1020.4,0.0,100,0.0,3.0,19.8
10,-4.6,71,1021.3,0.0,33,7.0,43.0,18.4
11,-4.2,68,1021.9,0.0,6,88.0,61.0,16.8
12,-3.5,66,1022.3,0.0,5,157.0,66.0,16.5
13,-3.0,65,1022.3,0.0,1,187.0,67.0,16.3
14,-2.7,66,1022.4,0.0,2,170.0,64.0,16.9
15,-2.8,67,1022.7,0.0,3,114.0,56.0,17.2
16,-3.4,71,1023.1,0.0,8,44.0,35.0,15.8
17,-4.3,76,1023.3,0.0,19,2.0,5.0,16.9
18,-4.7,78,1023.4,0.0,42,0.0,0.0,18.3
19,-4.6,77,1023.5,0.0,65,0.0,0.0,18.8
20,-4.7,77,1023.7,0.0,63,0.0,0.0,18.5
21,-4.7,76,1023.7,0.0,56,0.0,0.0,17.4
22,-4.6,77,1023.8,0.0,29,0.0,0.0,17.4
23,-4.6,75,1023.7,0.0,43,0.0,0.0,16.4
00,-4.9,74,1024.1,0.0,25,0.0,0.0,15.6
01,-5.0,73,1023.9,0.0,34,0.0,0.0,15.2
02,-5.3,73,1024.0,0.0,25,0.0,0.0,14.2
03,-5.5,72,1023.8,0.0,31,0.0,0.0,12.7
04,-5.9,72,1023.7,0.0,46,0.0,0.0,11.6
05,-6.0,71,1023.0,0.0,31,0.0,0.0,9.3
06,-6.2,72,1023.0,0.0,30,0.0,0.0,8.8
07,-6.2,72,1023.0,0.0,34,0.0,0.0,7.9
08,-6.3,73,1022.7,0.0,11,0.0,0.0,7.1
09,-6.3,74,1022.3,0.0,17,1.0,3.0,8.4
10,-5.8,79,1022.2,0.0,34,34.0,34.0,10.2
11,-4.4,73,1021.5,0.0,80,85.0,67.0,11.9
12,-3.0,66,1020.7,0.0,91,65.0,103.0,13.1
13,-1.6,60,1019.1,0.0,92,72.0,123.0,14.7
14,-0.8,58,1018.3,0.0,92,55.0,122.0,15.0
15,-0.7,59,1017.6,0.0,90,22.0,98.0,15.6
16,-1.0,59,1016.7,0.0,94,1.0,41.0,16.1
17,-1.1,57,1016.0,0.0,90,0.0,3.0,16.8
18,-1.0,55,1014.8,0.0,92,0.0,0.0,17.8
19,-0.7,53,1013.9,0.0,90,0.0,0.0,19.0
20,-0.5,51,1013.3,0.0,91,0.0,0.0,19.7
21,-0.4,50,1012.6,0.0,95,0.0,0.0,20.7
22,-0.8,50,1012.0,0.0,93,0.0,0.0,20.7
23,-0.8,51,1011.4,0.1,93,0.0,0.0,20.6
00,-1.1,56,1011.1,0.2,100,0.0,0.0,20.4
01,-1.4,63,1009.9,0.4,100,0.0,0.0,20.9
02,-1.7,71,1009.3,0.4,100,0.0,0.0,20.2
03,-1.6,76,1008.9,0.3,100,0.0,0.0,19.5
04,-1.6,81,1008.5,0.6,100,0.0,0.0,18.4
05,-1.6,84,1008.0,0.6,100,0.0,0.0,17.8
06,-1.4,87,1007.7,0.2,100,0.0,0.0,16.1
07,-1.3,87,1007.1,0.1,100,0.0,0.0,14.0
08,-1.2,87,1007.4,0.1,100,0.0,0.0,12.2
09,-1.1,86,1007.5,0.1,100,0.0,1.0,10.9
10,-0.6,87,1007.6,0.1,100,0.0,9.0,10.7
11,-0.2,85,1007.9,0.0,100,0.0,23.0,11.3
12,0.0,83,1007.6,0.0,100,2.0,27.0,10.3
13,0.3,82,1006.9,0.0,100,1.0,36.0,8.7
14,0.4,81,1007.1,0.0,100,0.0,42.0,8.4
15,0.2,83,1006.9,0.0,100,0.0,16.0,7.9
16,0.2,84,1007.0,0.0,100,0.0,11.0,8.3
17,0.0,85,1006.9,0.0,100,0.0,1.0,9.1
18,-0.0,86,1006.7,0.0,100,0.0,0.0,9.1
19,-0.0,87,1006.3,0.0,100,0.0,0.0,9.2
20,0.0,87,1006.4,0.0,100,0.0,0.0,9.0
21,0.1,88,1006.4,0.0,100,0.0,0.0,9.0
22,0.4,89,1006.2,0.0,100,0.0,0.0,9.5
23,0.5,90,1005.9,0.0,100,0.0,0.0,10.0
00,0.6,90,1006.1,0.0,100,0.0,0.0,10.1
01,0.4,92,1005.4,0.0,100,0.0,0.0,11.5
02,0.2,93,1005.5,0.0,36,0.0,0.0,12.6
03,-0.4,95,1005.1,0.0,40,0.0,0.0,12.0
04,-0.6,95,1004.9,0.0,53,0.0,0.0,12.3
05,-0.3,94,1004.4,0.0,50,0.0,0.0,13.0
06,-0.2,93,1004.1,0.0,60,0.0,0.0,13.8
07,-0.1,91,1003.9,0.0,78,0.0,0.0,15.5
08,0.0,90,1003.9,0.0,80,0.0,0.0,16.8
09,0.2,88,1004.1,0.0,83,0.0,2.0,17.7
10,1.0,89,1004.4,0.0,94,4.0,25.0,18.5
11,1.8,90,1004.1,0.0,100,5.0,63.0,17.6
12,2.2,92,1003.7,0.0,100,0.0,52.0,18.5
13,2.8,91,1003.2,0.0,100,0.0,61.0,18.7
14,3.2,91,1003.0,0.0,100,4.0,76.0,18.9
15,3.4,91,1002.8,0.0,100,0.0,47.0,20.3
16,3.4,93,1002.7,0.0,100,0.0,23.0,18.4
17,3.2,95,1002.6,0.0,100,0.0,2.0,17.9
18,3.2,95,1002.7,0.0,100,0.0,0.0,16.9
19,3.2,96,1002.6,0.0,100,0.0,0.0,16.4
20,3.3,96,1002.7,0.0,100,0.0,0.0,16.0
21,3.3,97,1002.8,0.0,100,0.0,0.0,15.5
22,3.2,97,1002.8,0.0,100,0.0,0.0,15.3
23,3.1,97,1002.7,0.0,100,0.0,0.0,15.5
00,3.1,97,1002.8,0.0,100,0.0,0.0,15.6
01,3.1,97,1002.5,0.0,100,0.0,0.0,15.5
02,3.0,97,1002.4,0.0,100,0.0,0.0,15.7
03,3.0,97,1002.4,0.0,100,0.0,0.0,16.2
04,3.0,98,1002.0,0.0,100,0.0,0.0,16.3
05,3.1,98,1001.8,0.0,100,0.0,0.0,16.2
06,3.1,98,1001.4,0.0,100,0.0,0.0,15.8
07,3.1,98,1001.2,0.0,100,0.0,0.0,16.0
08,3.1,98,1001.3,0.0,100,0.0,0.0,16.5
09,3.1,98,1001.5,0.0,100,0.0,1.0,17.8
10,3.5,95,1001.6,0.0,100,0.0,11.0,19.2
11,3.6,95,1001.7,0.0,100,0.0,27.0,19.2
12,3.6,96,1001.5,0.0,100,0.0,33.0,18.4
13,3.5,97,1000.5,0.0,100,0.0,40.0,18.1
14,3.5,98,1000.3,0.0,100,0.0,37.0,15.9
15,3.7,97,1000.4,0.0,100,0.0,26.0,16.4
16,3.7,98,1000.3,0.0,100,0.0,12.0,15.0
17,3.6,98,1000.3,0.0,100,0.0,2.0,14.2
18,3.6,98,1000.4,0.0,100,0.0,0.0,14.5
19,3.5,99,1000.5,0.8,100,0.0,0.0,14.4
20,3.4,99,1000.3,0.1,100,0.0,0.0,14.0
21,3.4,99,1000.2,0.0,100,0.0,0.0,13.7
22,3.9,99,1000.2,0.0,100,0.0,0.0,13.7
23,3.8,99,1000.0,0.0,100,0.0,0.0,13.4
00,3.7,99,1000.4,0.0,100,0.0,0.0,13.4
01,3.7,99,1000.2,0.0,100,0.0,0.0,13.1
02,3.6,99,999.9,0.0,100,0.0,0.0,12.7
03,3.5,99,999.8,0.0,100,0.0,0.0,11.9
04,3.4,99,999.3,0.0,100,0.0,0.0,11.6
05,3.3,99,999.4,0.1,100,0.0,0.0,11.2
06,3.3,99,999.4,0.1,100,0.0,0.0,11.2
07,3.2,99,999.6,0.2,100,0.0,0.0,11.9
08,3.1,99,999.4,0.2,100,0.0,0.0,12.2
09,3.1,99,999.4,0.1,100,0.0,1.0,12.6
10,3.3,99,999.4,0.2,100,0.0,8.0,13.0
11,3.6,99,999.1,0.1,100,0.0,26.0,13.4
12,3.8,99,999.4,0.1,100,0.0,27.0,13.0
13,4.1,98,999.1,0.1,100,0.0,33.0,12.2
14,4.3,98,998.8,0.1,100,0.0,29.0,12.2
15,4.4,98,998.9,0.0,100,0.0,26.0,10.4
16,4.4,98,999.0,0.0,100,0.0,13.0,9.8
17,4.3,98,999.5,0.0,100,0.0,2.0,10.1
18,4.3,98,999.8,0.0,100,0.0,0.0,10.1
19,4.2,98,1000.1,0.0,100,0.0,0.0,9.8
20,4.2,98,1000.0,0.0,100,0.0,0.0,10.1
21,4.1,98,1000.3,0.0,100,0.0,0.0,10.1
22,4.2,98,1000.2,0.0,100,0.0,0.0,9.7
23,4.1,98,1000.9,0.0,100,0.0,0.0,8.7
00,3.9,98,1001.2,0.0,100,0.0,0.0,8.0
01,3.8,97,1001.2,0.0,100,0.0,0.0,6.2
02,3.6,97,1001.6,0.0,100,0.0,0.0,5.5
03,3.5,97,1001.8,0.0,100,0.0,0.0,5.2
04,3.3,98,1002.1,0.0,100,0.0,0.0,5.5
05,3.2,98,1002.0,0.0,100,0.0,0.0,4.4
06,3.1,98,1002.1,0.0,100,0.0,0.0,4.0
07,3.0,98,1002.4,0.0,100,0.0,0.0,3.2
08,2.9,98,1002.9,0.0,100,0.0,0.0,3.8
09,2.8,98,1003.3,0.0,100,0.0,1.0,5.1
10,3.2,98,1003.7,0.0,100,0.0,10.0,6.1
11,3.5,96,1003.8,0.0,100,0.0,25.0,6.0
12,3.8,95,1004.5,0.0,100,0.0,33.0,5.7
13,4.0,94,1004.4,0.0,100,4.0,37.0,6.0
14,4.2,94,1004.5,0.0,100,0.0,40.0,6.2
15,4.2,94,1004.6,0.0,100,0.0,30.0,6.6
16,4.0,95,1004.9,0.0,100,0.0,20.0,5.5
17,3.7,97,1005.3,0.0,100,0.0,2.0,6.2
18,3.4,97,1005.8,0.0,100,0.0,0.0,7.2
19,3.2,98,1006.1,0.1,100,0.0,0.0,7.7
20,3.0,98,1006.4,0.1,100,0.0,0.0,8.6
21,2.8,98,1006.5,0.0,100,0.0,0.0,8.7
22,2.5,98,1006.5,0.0,100,0.0,0.0,8.0
23,2.3,98,1006.8,0.1,100,0.0,0.0,7.6
00,2.0,98,1007.2,0.1,100,0.0,0.0,7.6
01,1.9,98,1007.2,0.0,100,0.0,0.0,7.6
02,1.7,99,1007.6,0.0,100,0.0,0.0,8.0
03,1.5,99,1007.8,0.0,100,0.0,0.0,7.3
04,1.2,99,1008.1,0.0,100,0.0,0.0,8.1
05,1.0,100,1008.0,0.0,100,0.0,0.0,8.4
06,0.8,99,1008.2,0.0,100,0.0,0.0,7.6
07,0.7,99,1008.6,0.0,100,0.0,0.0,6.9
08,0.6,99,1009.2,0.0,100,0.0,0.0,6.1
09,0.6,99,1009.3,0.0,100,0.0,1.0,6.9
10,0.9,99,1009.5,0.0,100,0.0,17.0,7.3
11,1.1,98,1009.5,0.0,100,1.0,44.0,7.1
12,1.5,97,1009.9,0.0,100,2.0,70.0,6.0
13,1.7,96,1009.8,0.0,100,1.0,48.0,5.9
14,2.0,95,1009.6,0.0,100,0.0,56.0,5.1
15,2.2,93,1009.5,0.0,100,1.0,55.0,5.8
16,2.2,93,1010.1,0.1,100,1.0,34.0,4.3
17,1.9,94,1010.1,0.1,100,0.0,4.0,3.1
18,1.7,96,1010.1,0.1,100,0.0,0.0,4.2
19,1.6,97,1010.0,0.0,100,0.0,0.0,5.5
20,1.4,98,1010.1,0.0,100,0.0,0.0,5.9
21,1.4,98,1009.6,0.0,100,0.0,0.0,6.9
22,1.1,98,1009.3,0.0,100,0.0,0.0,6.8
23,1.0,99,1009.1,0.0,100,0.0,0.0,7.2
00,1.1,99,1009.2,0.0,100,0.0,0.0,7.4
01,1.1,99,1008.9,0.0,100,0.0,0.0,7.7
02,1.1,99,1008.5,0.2,100,0.0,0.0,7.1
03,1.1,99,1007.9,0.1,100,0.0,0.0,7.9
04,1.1,99,1008.2,0.1,100,0.0,0.0,7.6
05,1.1,100,1007.0,0.0,100,0.0,0.0,9.5
06,1.1,99,1006.6,0.0,100,0.0,0.0,10.2
07,1.1,99,1006.3,0.0,100,0.0,0.0,10.8
08,0.8,99,1006.1,0.0,100,0.0,0.0,11.2
09,0.9,98,1005.4,0.0,100,0.0,2.0,13.4
10,1.1,99,1005.1,0.2,100,0.0,20.0,14.1
11,1.2,98,1004.4,0.2,100,0.0,29.0,15.7
12,1.4,97,1003.7,0.3,100,0.0,58.0,16.0
13,1.4,99,1002.2,0.4,100,0.0,48.0,16.5
14,1.4,99,1001.2,0.5,100,0.0,30.0,15.8
15,1.3,99,1000.7,0.6,100,0.0,22.0,15.2
16,1.2,100,1000.2,0.6,100,0.0,11.0,15.8
17,1.4,99,999.5,0.5,100,0.0,1.0,14.8
18,1.8,99,999.0,0.3,100,0.0,0.0,13.0
19,2.3,99,998.5,0.3,100,0.0,0.0,11.6
20,2.7,99,998.2,0.1,100,0.0,0.0,10.6
21,2.9,100,997.9,0.3,100,0.0,0.0,10.2
22,3.2,99,997.5,0.0,100,0.0,0.0,9.7
23,3.2,99,997.4,0.0,100,0.0,0.0,10.0
00,3.2,99,997.3,0.2,100,0.0,0.0,10.0
01,3.1,99,996.2,0.3,100,0.0,0.0,9.7
02,3.2,99,996.7,0.5,100,0.0,0.0,12.3
03,3.2,99,997.0,0.4,100,0.0,0.0,15.9
04,2.8,97,997.5,0.1,100,0.0,0.0,20.6
05,2.0,92,997.6,0.0,97,0.0,0.0,23.3
06,1.7,89,998.1,0.0,90,0.0,0.0,23.4
07,1.6,89,998.4,0.0,90,0.0,0.0,23.3
08,1.4,88,999.0,0.0,90,0.0,0.0,24.5
09,1.1,87,999.4,0.0,90,0.0,1.0,24.9
10,1.3,86,1000.2,0.0,90,0.0,17.0,25.8
11,1.4,84,1000.9,0.0,85,1.0,50.0,25.5
12,1.8,80,1001.4,0.0,61,60.0,89.0,26.7
13,2.2,72,1001.4,0.0,81,89.0,84.0,32.6
14,2.3,70,1002.1,0.0,71,32.0,84.0,27.1
15,2.2,72,1003.0,0.0,71,15.0,63.0,24.7
16,1.8,74,1003.8,0.0,74,4.0,30.0,23.1
17,1.2,77,1005.3,0.0,88,1.0,5.0,22.1
18,1.0,78,1005.8,0.0,89,0.0,0.0,21.7
19,0.9,78,1006.5,0.0,86,0.0,0.0,20.5
20,0.7,79,1006.7,0.0,78,0.0,0.0,19.2
21,0.6,79,1007.5,0.0,77,0.0,0.0,19.1
22,1.1,79,1008.2,0.0,68,0.0,0.0,19.0
23,0.6,80,1008.9,0.0,51,0.0,0.0,17.2
00,0.1,82,1009.1,0.0,71,0.0,0.0,14.9
01,-0.2,85,1009.3,0.0,96,0.0,0.0,13.7
02,-0.2,87,1009.5,0.0,100,0.0,0.0,13.4
03,-0.1,88,1009.7,0.0,100,0.0,0.0,13.8
04,0.1,88,1009.8,0.0,100,0.0,0.0,13.4
05,0.3,86,1009.9,0.0,100,0.0,0.0,13.8
06,0.2,84,1010.0,0.0,100,0.0,0.0,13.7
07,0.2,82,1009.8,0.0,100,0.0,0.0,13.6
08,0.0,82,1009.7,0.0,69,0.0,0.0,14.0
09,-0.1,82,1010.1,0.0,75,0.0,2.0,14.8
10,0.2,84,1010.1,0.0,71,0.0,33.0,14.6
11,0.8,82,1010.1,0.0,61,22.0,76.0,17.4
12,1.5,78,1009.8,0.0,62,23.0,119.0,18.1
13,2.1,75,1009.2,0.0,48,9.0,132.0,17.9
14,2.5,72,1008.9,0.0,40,78.0,107.0,18.7
15,2.6,72,1008.8,0.0,51,61.0,73.0,17.4
16,2.2,74,1008.5,0.0,79,27.0,44.0,17.3
17,1.5,77,1008.4,0.0,90,1.0,6.0,17.5
18,1.5,78,1008.2,0.0,93,0.0,0.0,18.1
19,1.7,80,1008.2,0.0,92,0.0,0.0,18.7
20,1.9,82,1007.9,0.0,100,0.0,0.0,18.9
21,2.0,84,1007.7,0.0,100,0.0,0.0,18.7
22,2.2,86,1007.5,0.1,99,0.0,0.0,18.4
23,2.3,88,1007.5,0.2,78,0.0,0.0,17.3
00,2.3,90,1007.2,0.2,100,0.0,0.0,17.6
01,2.4,91,1006.8,0.1,91,0.0,0.0,17.8
02,2.2,93,1006.5,0.0,88,0.0,0.0,17.8
03,2.0,94,1006.4,0.0,67,0.0,0.0,17.9
04,1.8,95,1006.0,0.0,50,0.0,0.0,17.8
05,1.4,95,1006.0,0.0,31,0.0,0.0,17.6
06,1.1,96,1006.0,0.0,100,0.0,0.0,17.3
07,1.2,96,1006.2,0.0,100,0.0,0.0,17.6
08,1.4,97,1006.3,0.0,100,0.0,0.0,17.6
09,1.5,97,1006.3,0.0,100,0.0,2.0,17.4
10,2.1,96,1006.7,0.0,100,0.0,27.0,18.6
11,2.7,92,1007.1,0.0,100,6.0,57.0,19.1
12,3.3,90,1007.2,0.0,100,0.0,74.0,18.1
13,3.9,87,1006.7,0.0,100,4.0,103.0,18.6
14,4.4,86,1006.6,0.0,100,6.0,102.0,17.3
15,4.6,86,1006.4,0.0,100,3.0,78.0,14.6
16,4.5,88,1006.3,0.0,100,0.0,45.0,13.7
17,4.0,92,1006.3,0.0,100,0.0,6.0,14.0
18,3.9,94,1006.4,0.0,100,0.0,0.0,14.5
19,3.9,96,1006.3,0.0,100,0.0,0.0,14.1
20,4.2,96,1006.1,0.0,100,0.0,0.0,14.0
21,4.3,97,1006.0,0.0,100,0.0,0.0,13.4
22,4.7,96,1005.9,0.0,100,0.0,0.0,13.0
23,4.8,96,1005.9,0.0,100,0.0,0.0,13.5
00,4.8,96,1005.9,0.0,100,0.0,0.0,13.2
01,4.6,96,1005.5,0.0,100,0.0,0.0,13.7
02,4.1,97,1005.3,0.0,100,0.0,0.0,14.3
03,3.4,97,1005.8,0.0,100,0.0,0.0,15.1
04,2.7,95,1005.8,0.1,100,0.0,0.0,15.6
05,2.0,94,1005.8,0.3,38,0.0,0.0,13.6
06,1.9,93,1006.5,0.0,63,0.0,0.0,13.4
07,2.0,93,1007.1,0.0,88,0.0,0.0,13.7
08,1.7,95,1007.6,0.0,58,0.0,0.0,12.7
09,2.0,95,1008.5,0.0,90,0.0,2.0,12.8
10,2.5,93,1009.1,0.0,90,4.0,29.0,13.7
11,3.3,89,1009.7,0.0,69,9.0,64.0,15.3
12,3.7,83,1009.8,0.0,86,44.0,83.0,17.0
13,3.9,81,1009.5,0.0,93,7.0,99.0,17.4
14,4.1,79,1010.2,0.0,100,26.0,89.0,18.0
15,4.0,79,1010.3,0.0,93,11.0,74.0,17.9
16,3.7,80,1010.7,0.0,73,6.0,40.0,14.8
17,2.9,86,1011.0,0.0,74,1.0,7.0,10.4
18,2.0,91,1011.3,0.0,73,0.0,0.0,9.4
19,1.5,95,1011.6,0.0,76,0.0,0.0,9.1
20,1.4,96,1011.5,0.0,98,0.0,0.0,8.9
21,1.4,98,1011.5,0.0,100,0.0,0.0,10.4
22,0.9,99,1011.2,0.0,100,0.0,0.0,12.3
23,0.9,99,1011.2,0.0,100,0.0,0.0,13.2
00,1.1,99,1010.8,0.0,100,0.0,0.0,14.5
01,1.7,97,1009.9,0.0,100,0.0,0.0,16.5
02,2.5,96,1009.5,0.0,100,0.0,0.0,18.6
03,3.2,93,1009.0,0.5,100,0.0,0.0,19.1
04,3.3,92,1008.7,0.1,100,0.0,0.0,20.1
05,3.6,91,1008.1,0.1,100,0.0,0.0,19.9
06,3.9,90,1007.1,0.1,100,0.0,0.0,20.9
07,4.1,90,1006.7,0.1,100,0.0,0.0,21.6
08,4.2,92,1006.3,0.2,100,0.0,0.0,20.4
09,4.5,92,1006.3,0.1,100,0.0,1.0,20.2
10,4.6,94,1006.7,0.1,100,0.0,8.0,21.1
11,5.2,93,1006.4,0.0,100,4.0,38.0,22.4
12,6.0,92,1006.2,0.1,100,27.0,64.0,22.9
13,6.7,91,1005.4,0.1,86,33.0,79.0,18.3
14,7.2,91,1005.1,0.0,76,39.0,88.0,19.1
15,7.7,90,1004.7,0.0,56,39.0,76.0,22.6
16,7.8,90,1004.6,0.0,70,20.0,48.0,20.9
17,7.5,91,1004.1,0.0,81,0.0,9.0,21.4
18,7.6,91,1004.3,0.0,90,0.0,0.0,21.7
19,7.8,91,1004.6,0.0,52,0.0,0.0,20.7
20,7.6,92,1004.6,0.0,56,0.0,0.0,20.0
21,7.4,92,1004.7,0.0,24,0.0,0.0,19.9
22,7.8,91,1005.0,0.0,7,0.0,0.0,19.8
23,7.6,91,1005.0,0.0,10,0.0,0.0,19.6
00,7.6,91,1005.2,0.0,5,0.0,0.0,20.2
01,7.6,90,1004.9,0.0,25,0.0,0.0,21.1
02,7.4,90,1005.0,0.0,25,0.0,0.0,20.5
03,7.3,90,1005.1,0.0,36,0.0,0.0,20.7
04,7.3,89,1005.3,0.0,25,0.0,0.0,21.9
05,7.3,87,1005.2,0.0,25,0.0,0.0,20.6
06,7.0,88,1005.3,0.0,22,0.0,0.0,18.7
07,6.7,89,1005.9,0.0,31,0.0,0.0,18.8
08,6.4,90,1006.1,0.0,23,0.0,0.0,17.7
09,6.2,91,1006.6,0.0,29,0.0,3.0,16.9
10,6.5,90,1007.4,0.0,33,14.0,39.0,17.7
11,7.5,87,1008.4,0.0,33,41.0,81.0,17.2
12,8.6,84,1008.5,0.0,38,91.0,96.0,15.6
13,9.2,82,1008.7,0.0,65,101.0,101.0,15.6
14,9.7,80,1008.9,0.0,87,107.0,95.0,14.9
15,9.6,80,1009.4,0.0,84,87.0,73.0,14.5
16,8.9,82,1009.8,0.0,86,22.0,52.0,12.4
17,8.0,86,1010.1,0.0,42,0.0,9.0,10.2
18,6.9,90,1010.3,0.0,27,0.0,0.0,8.6
19,5.8,93,1010.3,0.0,19,0.0,0.0,7.5
20,4.8,95,1010.7,0.0,43,0.0,0.0,7.1
21,3.9,97,1010.9,0.0,57,0.0,0.0,7.3
